time_generated,oid,client_id,app_id,upn_or_app_name,business_unit_claim,cost_center_claim,model_name,model_version,deployment_region,prompt_tokens,completion_tokens,cached_prompt_tokens,total_tokens,requests,total_latency_ms,status_code,is_error,is_streaming,operation_name,api_name,backend_id,request_id,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-26T00:00:00Z,sam.chen,,,sam.chen@contoso.com,BU-DISCOVERY,CC-2000,gpt-4.1-mini,2025-04-14,swedencentral,3179,1412,30,4591,11,1162.5,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-26-sam.chen-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-26,batch-2026-09-04,MOCK
2026-08-26T00:00:00Z,aisha.rahman,,,aisha.rahman@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,48513,18109,5809,66622,103,751.5,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-26-aisha.ra-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-26,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,eastus2,880982,452620,77444,1333602,3169,1910.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,2507372,1093528,570921,3600900,4172,1861.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,1024776,355214,33620,1379990,3972,1228.2,500,True,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,eastus2,2377050,876853,181062,3253903,4485,933.8,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,eastus2,483044,170073,9492,653117,1226,456.5,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,dev.patel,,,dev.patel@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,eastus2,5004,2821,469,7825,9,3198.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-dev.pate-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,aisha.rahman,,,aisha.rahman@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,21113,6420,3303,27533,43,3236.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-aisha.ra-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,13804,6082,401,19886,28,2662.5,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-25-marco.si-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-25,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,eastus2,3470907,1377009,494808,4847916,4301,1945.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,890340,588215,119556,1478555,2508,3250.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,eastus2,393835,249650,96617,643485,1079,1545.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,796284,274022,27056,1070306,1212,2038.5,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,swedencentral,1264712,574068,144476,1838780,4244,945.4,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,swedencentral,513590,346998,47178,860588,770,2417.9,500,True,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,swedencentral,2708420,1525976,57557,4234396,3788,2493.6,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,robin.hale,,,robin.hale@contoso.com,BU-RETAIL,CC-1000,gpt-4.1,2025-04-14,swedencentral,9690,3683,237,13373,30,2965.8,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-robin.ha-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,swedencentral,52530,31853,7945,84383,102,2843.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-marco.si-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,aisha.rahman,,,aisha.rahman@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,swedencentral,31915,17274,6303,49189,65,1887.7,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-24-aisha.ra-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-24,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,1534293,765473,241026,2299766,2253,2634.7,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,swedencentral,3740720,1162240,167486,4902960,4280,704.0,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,1550562,647243,193005,2197805,4017,2871.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,eastus2,672100,322639,143304,994739,1175,308.4,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,swedencentral,1181776,502235,114951,1684011,3728,2378.3,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,dev.patel,,,dev.patel@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,15620,7776,1927,23396,55,1364.1,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-dev.pate-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,sam.chen,,,sam.chen@contoso.com,BU-DISCOVERY,CC-2000,gpt-4.1,2025-04-14,eastus2,1968,1055,329,3023,12,1351.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-sam.chen-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,swedencentral,10547,4970,868,15517,53,386.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-23-marco.si-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-23,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,2166216,723465,372584,2889681,2756,1314.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,swedencentral,2785260,1409073,293268,4194333,3660,2140.4,500,True,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,eastus2,2516616,1147879,360214,3664495,3294,2479.9,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,eastus2,1266085,531513,306844,1797598,1565,2973.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1-mini,2025-04-14,eastus2,1151854,367455,286877,1519309,2554,2261.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-62a2cc36-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,swedencentral,604872,318508,80306,923380,2439,2825.7,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,sam.chen,,,sam.chen@contoso.com,BU-DISCOVERY,CC-2000,gpt-4.1,2025-04-14,swedencentral,10860,5005,1458,15865,30,2007.0,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-sam.chen-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,jenny.oyelaran,,,jenny.oyelaran@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,31590,12167,1692,43757,78,2305.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-jenny.oy-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,dev.patel,,,dev.patel@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,eastus2,17892,7974,860,25866,71,2663.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-22-dev.pate-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-22,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,eastus2,602683,229877,62142,832560,727,1046.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,swedencentral,1494176,516123,71689,2010299,3524,1731.7,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,eastus2,690795,244936,44624,935731,1505,2326.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,836000,269301,187369,1105301,4180,3061.7,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,568771,196096,104437,764867,1351,1838.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-62a2cc36-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,swedencentral,1707100,595625,344273,2302725,2150,2859.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,eastus2,385925,148829,26488,534754,1075,1818.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,swedencentral,567000,293874,67310,860874,1125,3102.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,jenny.oyelaran,,,jenny.oyelaran@contoso.com,BU-TECH,CC-3000,gpt-4.1,2025-04-14,eastus2,3360,2307,565,5667,7,2385.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-jenny.oy-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,dev.patel,,,dev.patel@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,15984,7254,2887,23238,37,2461.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-dev.pate-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,robin.hale,,,robin.hale@contoso.com,BU-RETAIL,CC-1000,gpt-4.1,2025-04-14,swedencentral,8316,5521,1542,13837,54,3229.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-21-robin.ha-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-21,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,swedencentral,1041220,670302,41707,1711522,2636,3102.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-20-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,584648,285563,60359,870211,856,3093.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-20-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,swedencentral,1073709,473229,161624,1546938,4347,1695.8,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-20-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,swedencentral,3203552,1135457,320885,4339009,3832,2100.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-20-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,eastus2,33178,15945,1729,49123,106,2468.6,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-20-marco.si-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,robin.hale,,,robin.hale@contoso.com,BU-RETAIL,CC-1000,gpt-4.1,2025-04-14,eastus2,5790,2696,455,8486,30,1445.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-08-20-robin.ha-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-08-20,batch-2026-09-04,MOCK
