usageDate,tenantId,consumerId,consumerType,capability,meterId,meterName,billingType,creditsConsumed,unitPriceUsd,costUsd,currency,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-17,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,161,0.01,1.61,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,71,0.01,0.71,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-17,batch-2026-09-04,MOCK
2026-08-18,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,86,0.01,0.86,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,43,0.01,0.43,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Autopilot,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,318,0.01,3.18,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,48,0.01,0.48,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,372,0.01,3.72,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-18,batch-2026-09-04,MOCK
2026-08-19,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,337,0.01,3.37,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,144,0.01,1.44,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,117,0.01,1.17,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,66,0.01,0.66,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,282,0.01,2.82,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-19,batch-2026-09-04,MOCK
2026-08-20,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,138,0.01,1.38,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,258,0.01,2.58,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,241,0.01,2.41,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,117,0.01,1.17,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,121,0.01,1.21,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-20,batch-2026-09-04,MOCK
2026-08-21,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,341,0.01,3.41,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,175,0.01,1.75,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,396,0.01,3.96,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,301,0.01,3.01,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,299,0.01,2.99,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-21,batch-2026-09-04,MOCK
2026-08-22,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,83,0.01,0.83,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,114,0.01,1.14,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,134,0.01,1.34,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,238,0.01,2.38,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Autopilot,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,34,0.01,0.34,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-22,batch-2026-09-04,MOCK
2026-08-23,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,47,0.01,0.47,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,208,0.01,2.08,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,162,0.01,1.62,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Autopilot,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,364,0.01,3.64,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,334,0.01,3.34,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-23,batch-2026-09-04,MOCK
2026-08-24,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,191,0.01,1.91,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,99,0.01,0.99,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,132,0.01,1.32,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,263,0.01,2.63,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,86,0.01,0.86,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-24,batch-2026-09-04,MOCK
2026-08-25,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,361,0.01,3.61,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Autopilot,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,391,0.01,3.91,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,296,0.01,2.96,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Autopilot,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,280,0.01,2.8,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,218,0.01,2.18,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-25,batch-2026-09-04,MOCK
2026-08-26,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,126,0.01,1.26,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Autopilot,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,165,0.01,1.65,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,242,0.01,2.42,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,100,0.01,1.0,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Generative answer,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,136,0.01,1.36,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-26,batch-2026-09-04,MOCK
2026-08-27,24bb70f1-e5cd-4e0f-9495-274ba9146731,dev.patel@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,321,0.01,3.21,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-27,batch-2026-09-04,MOCK
2026-08-27,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,121,0.01,1.21,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-27,batch-2026-09-04,MOCK
2026-08-27,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,95,0.01,0.95,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-27,batch-2026-09-04,MOCK
2026-08-27,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,194,0.01,1.94,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-27,batch-2026-09-04,MOCK
2026-08-27,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,311,0.01,3.11,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-27,batch-2026-09-04,MOCK
2026-08-28,24bb70f1-e5cd-4e0f-9495-274ba9146731,marco.silva@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,74,0.01,0.74,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-28,batch-2026-09-04,MOCK
2026-08-28,24bb70f1-e5cd-4e0f-9495-274ba9146731,lee.novak@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,325,0.01,3.25,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-28,batch-2026-09-04,MOCK
2026-08-28,24bb70f1-e5cd-4e0f-9495-274ba9146731,sam.chen@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,37,0.01,0.37,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-28,batch-2026-09-04,MOCK
2026-08-28,24bb70f1-e5cd-4e0f-9495-274ba9146731,jenny.oyelaran@contoso.com,User,Cowork,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,376,0.01,3.76,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-28,batch-2026-09-04,MOCK
2026-08-28,24bb70f1-e5cd-4e0f-9495-274ba9146731,aisha.rahman@contoso.com,User,Agent action,m365-copilot-credit,Microsoft 365 Copilot Credits,PayAsYouGo,298,0.01,2.98,USD,2026-09-04T18:00:00Z,AI-FinOps-MOCK,m365.billing.copilotCredits,2026-08-28,batch-2026-09-04,MOCK
